Result,Word,Lemma,Analysis,Context
A,شیعەکان,شیعە,«شیعە»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},هاوپەیمانێتیی شیعەکان، چ کاریگەرییەکی لەسەر پێگەی کورد دەبێت؟
A,شینی,شین,«شین»[ADJ]«ی»{Clitic=Izafe},کراسێکی شینی ڕێ ڕێی لە بەردا بوو
A,شێخ,شێخ,«شێخ»[NOUN]{Title},بە مەزارگەی شێخ حەسەن ناسراوە.
A,شێوەی,شێوە,«شێوە»[NOUN]«ی»{Clitic=Izafe},منیان فڕێدایە خوارەوە و شێوەی ئەو پیاوەم هەر لەبیرنەچوو
A,عەبدولقادر,عەبدولقادر,«عەبدولقادر»[PROPN]{NE=Person},دلێر عەبدولقادر: کورد لە کەرکوک ناتوانێت 8 کورسی پەرلەمان بەدەست بهێنێت
A,عەبدولوەهاب,عەبدولوەهاب,«عەبدولوەهاب»[PROPN]{NE=Person},عەبدولوەهاب عەلی: ئەوانەی هانی خەڵکیاندا لە 17 ی شوبات، دەبێت بچنە بەردەم دادگا
A,عەرەب,عەرەب,«عەرەب»[ADJ]{NE=Ethnic},خەڵکی عەرەب بە خەباتی ئاشتیخوازانە، شوناسی خۆیان بە دنیای دەرەوە نیشان دەدەن.
A,عەرەبی,عەرەبی,«عەرەبی»[PROPN]{NE=Language},زمانی ئینگلیزی و عەرەبی و تورکی بزانێت
A,عەرەبیدا,عەرەبی,«عەرەبی»[ADJ]{NE=Language}«دا»{Clitic=Da}{AdpType=Circ},سەرۆکی کوردستان لە گەشتێکی عەرەبیدا کە ئەردەن و میسر لە خۆ دەگرێت بەرەو عەممان بە ڕێ کەوت
A,عەسر,عەسر,«عەسر»[NOUN],لە کاتژمێر 4ی عەسر تا کاتژمێر 12ی شەو ئەگەر کارەبای نیشتمانی بڕا پێویستە ئیش بە موەلیدەکان بکرێت
A,عەقڵتان,عەقڵ,«عەقڵ»[NOUN]«تان»{Person[psor]=2}{Number[psor]=Plur},دەک سڵاو لە عەقڵتان!
A,عەلی,عەلی,«عەلی»[PROPN]{NE=Person},عەلی حەمەڕەشید بەرزنجی
A,عومەر,عومەر,«عومەر»[PROPN]{NE=Person},خولەکە بە بەشداری نەجیبە عومەر بەڕێوە دەبرێت.
A,عێراق,عێراق,«عێراق»[PROPN]{NE=Location},کۆتایی عێراق، ڕێگاچارە چییە؟
A,فابریگاس,فابریگاس,«فابریگاس»[PROPN]{NE=Person},هەوڵی ئەوەی دابوو هەریەک لە سیرجیۆ بۆسکیس و سیسک فابریگاس ڕازی بکات
A,فارسدا,فارس,«فارس»[ADJ]{NE=Ethnic}«دا»{Clitic=Da}{AdpType=Circ},تەرمی یەکەم ئەمریکایێک کە لە کەنداوی فارسدا کوژراوە دۆزرایەوە
A,فراکسیۆنەکان,فراکسیۆن,«فراکسیۆن»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur},سەرۆکی پەرلەمان: دەرگامان بەڕووی هەموو فراکسیۆنەکان کراوەیە
A,فرگسۆن,فێرگسۆن,«فێرگسۆن»{NS}[PROPN]{NE=Person},سیر ئەلیکس فرگسۆن ڕاهێنەری یانە ئینگلیزییەکە
A,فرەدەنگی,فرەدەنگی,«فرەدەنگی»[NOUN],لێکۆڵینەوەی «تەکنیکی فرەدەنگی لە ڕۆمانی کوردیدا» چاپ و بڵاو کرایەوە
A,فرۆشرا,فرۆشتن,«فرۆشر»[VERB]«ا»{Subcat=Intr}{Voice=Pass}{Tense=Past}{Mood=Ind}«Ø»{Person[subj]=3}{Number[subj]=Sing},بەهۆی کەڵەکەبوونی قەرزەکانی سەری یانەکە فرۆشرا بە سەرمایەدارێکی ئەمەریکی
A,فریای,فریا,«فریا»[NOUN]«ی»{Clitic=Izafe},نەوت فریای قەیرانی دارایی کوردستان دەکەوێت
A,فڕۆکە,فڕۆکە,«فڕۆکە»[NOUN]«ە»{Clitic=Izafe},فڕۆکە چاودێرییەکانی وڵاتە یەکگرتووەکان یارمەتی دەدات لە دۆزینەوەی کچە ڕفێندراوەکانی نێجیری
A,فەلەستینی,فەلەستینی,«فەلەستینی»[ADJ]{NE=Demonym},ئەگەر نوێنەرانی حەماس لە شانزەهەمین کۆبوونەوەی وڵاتانی بێ لایەن لە تاران بەشداری بکەن، ئەوا دەسەڵاتی فەلەستینی لە بەشداری کردن خۆ دەبوێرێ.
A,فیلمە,فیلم,«فیلم»[NOUN]«ە»{Clitic=DiscontinuousDem},ئەو فیلمە دوای بەدەستهێنانی خەڵات
A,فینلاندی,فینلاند,«فینلاند»[PROPN]{NE=Location}«ی»{Clitic=Izafe},بەشداری کومیتەکانی سوید و فینلاندی سازمانی خەباتی کوردستانی ئێران لە ئاهەنگی یادی 2 ی ڕێبەندان
A,فێری,فێر,«فێر»[NOUN]«ی»{Clitic=Izafe},گەنجێک لە بەریتانیا گەڕاوەتەوە گەنجان فێری دانسی سالسە بکات.
A,فێستیڤاڵی,فێستیڤاڵ,«فێستیڤاڵ»[NOUN]«ی»{Clitic=Izafe},گرافیستکاری سنەیی، خەڵاتی فێستیڤاڵی نێلسون ماندێلای وەرگرت
A,ڤان,ڤان,«ڤان»[PROPN]{NE=Person},ڕۆبن داواکەی ڤان گاڵ ڕەت دەکاتەوە
A,قادر,قادر,«قادر»[PROPN]{NE=Person},قادر چاوشین وزۆری تر بۆ ماوەیەکی زۆر خزمەتیان بە گەل ونیشتمان کرد.
A,قارەمان,قارەمان,«قارەمان»[ADJ],«ڕوستەم عەلی» ناسراو بە «قارەمان» شەهید بوو
A,قانع,قانع,«قانع»[PROPN]{NE=Person},هاوڕێی ئازیز مەریوانی وریا قانع
A,قژ,قژ,«قژ»[NOUN],لەف کردنی قژ لە چەند هەنگاوێکدا
A,قسەکانت,قسە,«قسە»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«ت»{Person[psor]=2}{Number[psor]=Sing},سەرم لە قسەکانت دەر ناچێ!
A,قسەیە,قسە,«قسە»[NOUN]«ە»{Clitic=DiscontinuousDem},چیتر ئەو قسەیە دووبارە نەکاتەوە
A,قفڵە,قوفڵ,«قوفڵ»{NS}[NOUN]«ە»{Copula}{Person=3}{Number=Sing},عێراق هەر قفڵە نابێت بە کلیل
A,قەدری,قەدر,«قەدر»[PROPN]{NE=Misc}«ی»{Clitic=Izafe},شەوی قەدری پیرۆز و چەند بیرخستنەوەیەک
A,قەرەبوو,قەرەبوو,«قەرەبوو»[NOUN],داوای 20 ملیۆن قەرەبوو دەکات
A,قەرەبووکردنەوەیە,قەرەبووکردن,«قەرەبوو»«کرد»[NOUN]«ن»«ەوە»{Masdar}{Compound}«ە»{Clitic=DiscontinuousDem},بە شێوەیەکی گشتی ئەو قەرەبووکردنەوەیە لە 1 / 7 / 2011 وە دەست پێ دەکات.
A,قەڵا,قەڵا,«قەڵا»[NOUN],پارکی ڕوناکی بۆ پارکی شاری بەردەم قەڵا
A,قوتابخانەی,قوتابخانە,«قوتابخانە»[NOUN]«ی»{Clitic=Izafe},لە لەندەن قوتابخانەی ئازادی کرایەوە
A,قوتابییانی,قوتابی,«قوتابی»[NOUN]«ان»{Number=Plur}«ی»{Clitic=Izafe},بەردەوامیی ئەستاندنی زۆرەملیی پارە لە قوتابییانی کوردستان
A,قوربانییان,قوربانی,«قوربانی»[ADJ]«ان»{Number=Plur},خولەکێک وەستان بۆ ڕێزگرتن لە گیانی قوربانییان
A,قوربانییەکی,قوربانی,«قوربانی»[ADJ]«ێک»{Definite=Ind}«ی»{Person=3}{Number=Sing},سەرکەوتنەکەی بەرشەلۆنە قوربانییەکی لێ کەوتەوە
A,قووڵبوونەوە,قووڵبوون,«قووڵ»[NOUN]{Masdar}{Compound}«بوو»«ن»«ەوە»,دزەکردنی چەمکەکانی دووری لە توندوتیژی لە ژیانی خەڵک لەم سەردەمەدا قووڵبوونەوە و بەربڵاوییەکی زۆری بە خۆیەوە بینیوە
A,کابینەی,کابینە,«کابینە»[NOUN]«ی»{Clitic=Izafe},کابینەی حەوتی حکومەت، کاربەڕێکەرە
A,کات,کات,«کات»[NOUN],ئاوێتەکردنی کات لە دەقی شیعرییدا
A,کاتدا,کات,«کات»[NOUN]«دا»{Clitic=Da}{AdpType=Circ},لە هەمان کاتدا سەر بە پەروەردەی حەلەب و ڕژێم بن
A,کاتی,کات,«کات»[NOUN]«ی»{Clitic=Izafe},کاتی سەردانەکەی بارزانی بۆ بەغدا ئاشکرا بوو
A,کاتێک,کات,«کات»[NOUN]«ێک»{Definite=Ind},مرۆڤ کاتێک باس لە هەڵوێستەکانی کەڵە پیاوێکی وەک شەهید عادل سەلیم دەکات
A,کاتێکدا,کات,«کات»[NOUN]«ێک»{Definite=Ind}«دا»{Clitic=Da}{AdpType=Circ},لە کاتێکدا ئاڕاستەی دووەم بە شێوەیەکی فەرمی بێلایەنیی هەڵبژارد
A,کاربەدەستان,کاربەدەست,«کاربەدەست»[NOUN]«ان»{Number=Plur},کاتێ تەماشای فەرمانی بەو شێوەیە بۆ چۆڵکردنی شارەکان دەکرێت، دەبینرێت کاربەدەستان ئامادەکاری هێرش دەکەن
A,کاربەدەستێکی,کاربەدەست,«کاربەدەست»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},کاربەدەستێکی ڕەسمیی وڵاتی یەمەن تۆڕێکی سیخوڕیی پەیوەندیدار بە ئێرانی ئاشکرا کرد
A,کارتەکەی,کارت,«کارت»[NOUN]«ەکە»{Definite=Def}«ی»{Clitic=Izafe},کارتی دووەمی تیاگۆ لا برا و کارتەکەی پۆیۆل وەک خۆی مایەوە.
A,کارگە,کارگە,«کارگە»[NOUN],20 کارگە لە دەربەندیخان داخراون
A,کاریگەر,کاریگەر,«کاریگەر»[ADJ],وەرگێڕان وەک ڕێگاچارەیەکی کاریگەر لە بەرچاو دەگیردرێت
A,کاریگەریی,کاریگەری,«کاریگەری»[NOUN]«ی»{Clitic=Izafe},نامق هەورامی: نزیک بوونەوە لە ڕۆژی زمانی زگماگی، کاریگەریی لەسەر فرۆشی کتێب لە سنە هەبوو
A,کارێکی,کار,«کار»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},بەڵام ئەوە کارێکی مەحاڵە
A,کارێکیان,کار,«کار»[NOUN]«ێک»{Definite=Ind}«یان»{Person=3}{Number=Plur},بەبێ ئەوەی کردەوە و کارێکیان کردبێت
A,کاسیاسی,کاسیاس,«کاسیاس»[PROPN]{NE=Person}«ی»{Clitic=Izafe},گەر ڕیاڵ مەدرید دەستبەرداری ڕامۆسی بەرگریکار و کاسیاسی گۆڵچی ببێت
A,کام,کام,«کام»[ADJ],کام سیاسەتمەداری کوردستان ختوکەی دەرکەوتنی لە بەرنامەی «دیدار» بە دڵیدا گوزەری نەکردووە؟
A,کامڵبوونی,کامڵبوون,«کامڵ»[NOUN]{Masdar}{Compound}«بوو»«ن»«ی»{Clitic=Izafe},لای هەموو کەس ئاشکرایە پێکەوەنانی دەوڵەت نابێ بۆ پاش کامڵبوونی خەسڵەتەکانی دەوڵەت دوا بخرێ.
A,کامەران,کامەران,«کامەران»[PROPN]{NE=Person},کامەران عومەر چاوەڕێیە
A,کامیاران,کامیاران,«کامیاران»[PROPN]{NE=Location},کەسێکی خەڵکی کامیاران لە لایەن هێزی ئینتزامییەوە کوژرا
A,کایەی,کایە,«کایە»[NOUN]«ی»{Clitic=Izafe},گوڵان میدیا - بەفیڕۆدانی وزەی نەتەوایەتی لە کایەی سیاسیدا
A,کرا,کردن,«کر»[VERB]«ا»{Subcat=Intr}{Voice=Pass}{Tense=Past}{Mood=Ind}«Ø»{Person[subj]=3}{Number[subj]=Sing},قسە لەبارەی بارودۆخی پێشمەرگەی کوردستان کرا
A,کرابوو,کردن,«کر»[VERB]«ا»{Subcat=Intr}{Voice=Pass}«بوو»{Tense=Past}{Aspect=Perf}{Mood=Ind}«Ø»{Person[subj]=3}{Number[subj]=Sing},بەبۆنەی سەرکەوتنی ئەو نەشتەرگەرییەی کە بۆ ئەژنۆی چەپی بەڕێزیان لە ئەڵمانیا کرابوو.
A,کراسێکەوە,کراس,«کراس»[NOUN]«ێک»{Definite=Ind}«ەوە»{Clitic=Ewe}{AdpType=Circ},40 ساڵ بە کراسێکەوە وێنەی گرت
A,کرانەوەی,کردنەوە,«کر»[NOUN]«ا»«ن»«ەوە»{Masdar}{Source=Pass}«ی»{Clitic=Izafe},کرانەوەی باڵیۆزخانەکانی بریتانیا و ئێران لە حەوتووی داهاتوودا
A,کرد,کردن,«کرد»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},سەرۆکی حکومەت پێشوازیی لە باڵیۆزی هۆڵەندا کرد لە عیراق
A,کردبوو,کردن,«کرد»[VERB]{Subcat=Tran}«بوو»{Tense=Past}{Aspect=Perf}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},مارادۆنا لەگەڵ یانەی وەسڵ گرێبەستێکیان ئیمزا کردبوو کە بە بڕی 34 ملیۆن یۆرۆ بوو
A,کردە,کردن,«کرد»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing}«ە»{Clitic=E}{AdpType=Post},دەستڕێژی هێزە نیزامییەکان کۆڵبەرێکی کوردی کردە قوربانی
A,کردەوە,کردن,«کرد»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing}«ەوە»{Clitic=Ewe}{AdvType=Postverb},جەختی لەسەر پشتیوانی کردن لە هاووڵاتییانی ناڕازیی سووریا کردەوە
A,کردوە,کردن,«کرد»[VERB]{Subcat=Tran}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}{NS}«ە»{Person[abs]=3}{Number[abs]=Sing},ئەوانەی ئۆتۆمبێلەکانیان سووتاوە سکاڵایان تۆمار کردووە
A,کردوویانەتە,کردن,«کرد»[VERB]{Subcat=Tran}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}«یان»{Person[erg]=3}{Number[erg]=Plur}«ە»{Person[abs]=3}{Number[abs]=Sing}«ە»{Clitic=E}{AdpType=Post},سەردەمێکی دوورودرێژە خەڵکی عەرەب کردوویانەتە خەیاڵێکی خۆش
A,کردوویەتییەوە ,کردن,«کرد»[VERB]{Subcat=Tran}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}«ە1»{Person[abs]=3}{Number[abs]=Sing}«ی»{Person[erg]=3}{Number[erg]=Sing}«ەوە1»{Clitic=Ewe}{AdvType=Postverb},لە ناوەندی بازاڕی گەورەی شارەکەدا کردوویەتییەوە 
A,کرماشان,کرماشان,«کرماشان»[PROPN]{NE=Location},لە دیزل ئابادی کرماشان گیراوێکی تر لە سێدارە درا
A,کە,کە,«کە»[SCONJ],ئیوان زۆری پێ ناخۆش بوو کە دەیدی کاترینا ئیوانا حەز لە میتیا دەکات.
A,کەزی,کەزی,«کەزی»[NOUN],شێوازی تەسریحەی لوولە و کەزی بۆ قژ
A,کەس,کەس,«کەس»[NOUN],لەو نێوەدا هیچ کەس خەریکی گریان و ڕۆڕۆ نییە
A,کەسایەتییەکی,کەسایەتی,«کەسایەتی»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},کەسایەتییەکی دیاری سوننە لە گرتووخانەدا گیانی لەدەستدا
A,کەسوکاری,کەسوکار,«کەسوکار»[NOUN]«ی»{Clitic=Izafe},یەکەی نیشتەجێبوون بۆ کەسوکاری شەهیدان
A,کەڵە,کەڵ,«کەڵ»[NOUN]«ە»{Clitic=DiscontinuousDem},ڕۆڵی ئەم کەڵە تێکۆشەرە
A,کەڵەشێرەکەی,کەڵەشێر,«کەڵەشێر»[NOUN]«ەکە»{Definite=Def}«ی»{Clitic=Izafe},ئاسکە مەکسیکییەکە کەڵەشێرەکەی فەرەنسای ڕاو نا
A,کەمتەرخەم,کەمتەرخەم,«کەمتەرخەم»[ADJ],پارتیی دێموکراتی کوردستان بە کەمتەرخەم دەزانێت و دەیخاتە بەر ڕەخنەی زۆر جیددییەوە
A,کورددا,کورد,«کورد»[PROPN]{NE=Ethnic}«دا»{Clitic=Da}{AdpType=Circ},لە وەفاتی زانا و موجاهید و خواناسی گەورە و بەویقاری گەلی کورددا:
A,کوردستان,کوردستان,«کوردستان»[PROPN]{NE=Location},منداڵان و لاوان ئاڵوگۆڕی کولتووری نەرویج و کوردستان دەخوڵقێنن
A,کوردستانی,کوردستانی,«کوردستانی»[ADJ]{NE=Demonym},هەر بۆیەیشە ئەوان خۆیان بە کورد و کوردستانی دەزانن و لە کوردیش کوردترن.
A,کوردی,کوردی,«کوردی»[ADJ]{NE=Language},پێویستە جاری سێیەم دەسەڵاتی کوردی لە هەرێمی کوردستان سوود لە ڕووداوەکان وەگرێ
A,کوردیان,کورد,«کورد»[ADJ]{NE=Ethnic}«یان»{Person=3}{Number=Plur},هێزە نیزامییەکان دوو هاووڵاتیی کوردیان لە شارەکانی سەلاسی باوەجانی و ورمێ بریندار کرد
A,کورسییەکانیان,کورسی,«کورسی»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«یان»{Person[psor]=3}{Number[psor]=Plur},ژمارەی دەنگی لایەنەکان و ژمارەی کورسییەکانیان لە هەڵبژاردنی پەرلەمانی کوردستان بڵاو دەکاتەوە.
A,کوڕە,کوڕ,«کوڕ»[NOUN]«ە»{Clitic=DiscontinuousDem},ماوەیەک لەمەوبەر باسی ئەو کوڕە گەنجەمان کرد
A,کوێر,کوێر,«کوێر»[ADJ],بۆ چی کوێر بووین؟
A,کۆڕی,کۆڕ,«کۆڕ»[NOUN]«ی»{Clitic=Izafe},لە نێو کۆڕی هەواڵنێراندا
A,کۆششی,کۆشش,«کۆشش»[NOUN]«ی»{Clitic=Izafe},تەواوی هەوڵ و کۆششی خۆیان دەدەن بۆ زانینی چارەنووسی ئەو ڕۆژنامەنووسە
A,کۆکراوەیی,کۆکردن,«کۆ»«کرا»[ADJ]«وو»{PP}{Compound}«ە»{Clitic=DiscontinuousDem}«ی»{Person[psor]=3}{Number[psor]=Sing}«ی»{Person=3}{Number=Sing},عەبدوڵا حەسەنزادە: تا ئێستا فکری داعشم بە کۆکراوەیی نەدیوە تا بیخوێنمەوە کە داعش چیی دەوێت
A,کۆڵان,کۆڵان,«کۆڵان»[NOUN],کۆڵان کۆڵان منداڵیم دەگێڕمەوە.
A,کۆمپانیای,کۆمپانیا,«کۆمپانیا»[NOUN]«ی»{Clitic=Izafe},کۆمپانیای پێپسی جۆرەکی نوێ بەرهەم دەهێنێت
A,کۆمەڵکوژی,کۆمەڵکوژی,«کۆمەڵکوژی»[ADJ],وەزارەتی دەرەوەی عێراق بۆ پۆلینکردنی تاوانەکانی کۆمەڵکوژی ڕژێمی بەعس؛ هەوڵی دەرکردنی بڕیارێکی نێودەوڵەتی دەدات
A,کۆمەڵگایەکی,کۆمەڵگا,«کۆمەڵگا»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},وەکو کۆمەڵگایەکی ئیحتیکارکراو کە لە دوایین وێنەدا ئەو بڕوایە لای کاک گۆران و خەڵکی تریش دروست دەکات
